task_key,min_memory_mb,max_memory_mb
"('dataframe-groupby-first-chunk-c178bea3285714c2f28c0cce8ddd3ca9-0ad5a9d6aca4d9d9ff3f96a01eca3bd6', 6)",324.42578125,2913.01171875
"('dataframe-groupby-first-chunk-c178bea3285714c2f28c0cce8ddd3ca9-0ad5a9d6aca4d9d9ff3f96a01eca3bd6', 3)",344.21875,2153.43359375
"('dataframe-groupby-first-chunk-c178bea3285714c2f28c0cce8ddd3ca9-0ad5a9d6aca4d9d9ff3f96a01eca3bd6', 4)",303.88671875,2659.70703125
"('dataframe-groupby-first-chunk-c178bea3285714c2f28c0cce8ddd3ca9-0ad5a9d6aca4d9d9ff3f96a01eca3bd6', 1)",328.046875,2460.01953125
"('dataframe-groupby-first-chunk-c178bea3285714c2f28c0cce8ddd3ca9-0ad5a9d6aca4d9d9ff3f96a01eca3bd6', 2)",354.8203125,2411.15234375
"('dataframe-groupby-first-chunk-c178bea3285714c2f28c0cce8ddd3ca9-0ad5a9d6aca4d9d9ff3f96a01eca3bd6', 5)",366.6953125,2483.76171875
"('dataframe-groupby-first-agg-c178bea3285714c2f28c0cce8ddd3ca9', 0)",327.83203125,327.83203125
"('reset_index-aab8d87f6c9ec19c99a8464b60818e2c', 0)",0,0
"('getitem-bbd890544e6a01b508e429be4a4f95dd', 0)",0,0
"('map-c8119b109b0943b53a8a01b14e61645b', 0)",0,0
"('getitem-cc48b4c8b7a520666988b1b67c5ddbd7', 0)",327.83203125,327.83203125
"('truediv-3ab4530af5aefca788b16a3c2b887812', 0)",328.0703125,328.0703125
"('series-sum-chunk-e529a72f565feca0307b3d1f24eae2f3-5036eb7df3ab419238e55910b488f3f1', 0)",0,0
"('series-count-chunk-d935f49f70d353fc596d92193cf7358b-37df57cce84b71d90d8d109d50c32e89', 0)",416.46484375,570.66796875
"('series-count-agg-d935f49f70d353fc596d92193cf7358b', 0)",0,0
"('split-e6ade452dcd6d77dc231130dfcb2c064', 0)",0,0
"('series-sum-agg-e529a72f565feca0307b3d1f24eae2f3', 0)",0,0
"('split-0-e6ade452dcd6d77dc231130dfcb2c064', 0)",0,0
"('series-mean-2bb94bd2e10bffdeb18cb8a385d81d50-10a011eb639cf6fd9172f9edc706b5cb', 0)",416.46484375,416.46484375
"('gt-6f385e3d928a7ccab7b433ff99468ac7', 0)",0,0
"('split-17797be3f95b79a52f70e0be035df86f', 0)",0,0
"('split-0-17797be3f95b79a52f70e0be035df86f', 0)",0,0
dict-08b400be-bf60-4f98-a2fb-07c37dd0e2a0,328.0703125,328.0703125
dispatched_train-230dfe39-9887-4ffd-8f89-eb5780168620,328.0703125,342.2109375
_infer_predict_output-40ddc8f7b6d8c53ccb2fb6b321743071,310.234375,332.22265625
"('split-e6ade452dcd6d77dc231130dfcb2c064', 0)",342.2109375,342.2109375
"('split-1-e6ade452dcd6d77dc231130dfcb2c064', 0)",0,0
"('getitem-eaa533689943859359f5a391fc68318e', 0)",342.72265625,342.72265625
"('series-sum-chunk-e529a72f565feca0307b3d1f24eae2f3-5036eb7df3ab419238e55910b488f3f1', 0)",342.72265625,342.72265625
"('series-sum-agg-e529a72f565feca0307b3d1f24eae2f3', 0)",0,0
"('series-count-chunk-d935f49f70d353fc596d92193cf7358b-37df57cce84b71d90d8d109d50c32e89', 0)",416.46484375,431.96875
"('series-count-agg-d935f49f70d353fc596d92193cf7358b', 0)",431.96875,431.96875
"('series-mean-2bb94bd2e10bffdeb18cb8a385d81d50-10a011eb639cf6fd9172f9edc706b5cb', 0)",0,0
"('gt-6f385e3d928a7ccab7b433ff99468ac7', 0)",0,0
"('split-17797be3f95b79a52f70e0be035df86f', 0)",0,0
"('split-1-17797be3f95b79a52f70e0be035df86f', 0)",0,0
"('len-chunk-8fe343de241f7449bb00cfb30fc1393f-fdc6761e0c815aee3b34719d5a65e111', 0)",0,0
"('len-agg-8fe343de241f7449bb00cfb30fc1393f', 0)",431.96875,431.96875
"('series-count-chunk-d935f49f70d353fc596d92193cf7358b-37df57cce84b71d90d8d109d50c32e89', 0)",0,0
"('series-count-agg-d935f49f70d353fc596d92193cf7358b', 0)",0,0
"('series-sum-chunk-e529a72f565feca0307b3d1f24eae2f3-5036eb7df3ab419238e55910b488f3f1', 0)",342.72265625,342.72265625
"('series-sum-agg-e529a72f565feca0307b3d1f24eae2f3', 0)",0,0
"('series-mean-2bb94bd2e10bffdeb18cb8a385d81d50-10a011eb639cf6fd9172f9edc706b5cb', 0)",431.96875,431.96875
"('gt-6f385e3d928a7ccab7b433ff99468ac7', 0)",0,0
"('split-17797be3f95b79a52f70e0be035df86f', 0)",0,0
"('split-1-17797be3f95b79a52f70e0be035df86f', 0)",0,0
"('series-sum-chunk-e529a72f565feca0307b3d1f24eae2f3-5036eb7df3ab419238e55910b488f3f1', 0)",342.72265625,342.72265625
"('series-sum-agg-e529a72f565feca0307b3d1f24eae2f3', 0)",0,0
"('series-count-chunk-d935f49f70d353fc596d92193cf7358b-37df57cce84b71d90d8d109d50c32e89', 0)",432.2265625,432.2265625
"('series-count-agg-d935f49f70d353fc596d92193cf7358b', 0)",0,0
"('series-mean-2bb94bd2e10bffdeb18cb8a385d81d50-10a011eb639cf6fd9172f9edc706b5cb', 0)",432.2265625,432.2265625
"('gt-6f385e3d928a7ccab7b433ff99468ac7', 0)",0,0
"('split-17797be3f95b79a52f70e0be035df86f', 0)",0,0
"('split-1-17797be3f95b79a52f70e0be035df86f', 0)",0,0
_infer_predict_output-cd07867bc6baec3e9dcdb67e1aba8587,332.71875,332.71875
"('split-e6ade452dcd6d77dc231130dfcb2c064', 0)",342.72265625,342.72265625
"('split-1-e6ade452dcd6d77dc231130dfcb2c064', 0)",342.98046875,342.98046875
"('getitem-cd8182d8e565e604e1ec158a489126af', 0)",0,0
"('series-sum-chunk-e529a72f565feca0307b3d1f24eae2f3-5036eb7df3ab419238e55910b488f3f1', 0)",342.98046875,342.98046875
"('series-sum-agg-e529a72f565feca0307b3d1f24eae2f3', 0)",0,0
"('series-count-chunk-d935f49f70d353fc596d92193cf7358b-37df57cce84b71d90d8d109d50c32e89', 0)",432.2265625,432.2265625
"('series-count-agg-d935f49f70d353fc596d92193cf7358b', 0)",0,0
"('series-mean-2bb94bd2e10bffdeb18cb8a385d81d50-10a011eb639cf6fd9172f9edc706b5cb', 0)",0,0
"('gt-6f385e3d928a7ccab7b433ff99468ac7', 0)",0,0
"('split-17797be3f95b79a52f70e0be035df86f', 0)",0,0
"('split-1-17797be3f95b79a52f70e0be035df86f', 0)",432.2265625,432.2265625
"('series-sum-chunk-e529a72f565feca0307b3d1f24eae2f3-5036eb7df3ab419238e55910b488f3f1', 0)",342.98046875,342.98046875
"('series-count-chunk-d935f49f70d353fc596d92193cf7358b-37df57cce84b71d90d8d109d50c32e89', 0)",0,0
"('series-count-agg-d935f49f70d353fc596d92193cf7358b', 0)",0,0
"('series-sum-agg-e529a72f565feca0307b3d1f24eae2f3', 0)",0,0
"('series-mean-2bb94bd2e10bffdeb18cb8a385d81d50-10a011eb639cf6fd9172f9edc706b5cb', 0)",432.2265625,432.2265625
"('gt-6f385e3d928a7ccab7b433ff99468ac7', 0)",0,0
"('split-17797be3f95b79a52f70e0be035df86f', 0)",0,0
"('split-1-17797be3f95b79a52f70e0be035df86f', 0)",0,0
"('len-chunk-8fe343de241f7449bb00cfb30fc1393f-fdc6761e0c815aee3b34719d5a65e111', 0)",432.48046875,432.48046875
"('len-agg-8fe343de241f7449bb00cfb30fc1393f', 0)",0,0
"('series-sum-chunk-e529a72f565feca0307b3d1f24eae2f3-5036eb7df3ab419238e55910b488f3f1', 0)",342.98046875,342.98046875
"('series-count-chunk-d935f49f70d353fc596d92193cf7358b-37df57cce84b71d90d8d109d50c32e89', 0)",432.48046875,432.48046875
"('series-count-agg-d935f49f70d353fc596d92193cf7358b', 0)",0,0
"('series-sum-agg-e529a72f565feca0307b3d1f24eae2f3', 0)",342.98046875,342.98046875
"('series-mean-2bb94bd2e10bffdeb18cb8a385d81d50-10a011eb639cf6fd9172f9edc706b5cb', 0)",432.48046875,432.48046875
"('gt-6f385e3d928a7ccab7b433ff99468ac7', 0)",0,0
"('split-17797be3f95b79a52f70e0be035df86f', 0)",0,0
"('split-1-17797be3f95b79a52f70e0be035df86f', 0)",0,0
"('series-sum-chunk-e529a72f565feca0307b3d1f24eae2f3-5036eb7df3ab419238e55910b488f3f1', 0)",342.98046875,342.98046875
"('series-count-chunk-d935f49f70d353fc596d92193cf7358b-37df57cce84b71d90d8d109d50c32e89', 0)",432.48046875,432.48046875
"('series-count-agg-d935f49f70d353fc596d92193cf7358b', 0)",0,0
"('series-sum-agg-e529a72f565feca0307b3d1f24eae2f3', 0)",0,0
"('series-mean-2bb94bd2e10bffdeb18cb8a385d81d50-10a011eb639cf6fd9172f9edc706b5cb', 0)",432.48046875,432.48046875
"('gt-6f385e3d928a7ccab7b433ff99468ac7', 0)",0,0
"('split-17797be3f95b79a52f70e0be035df86f', 0)",0,0
"('split-1-17797be3f95b79a52f70e0be035df86f', 0)",0,0
"('series-count-chunk-d935f49f70d353fc596d92193cf7358b-37df57cce84b71d90d8d109d50c32e89', 0)",432.48046875,432.48046875
"('series-sum-chunk-e529a72f565feca0307b3d1f24eae2f3-5036eb7df3ab419238e55910b488f3f1', 0)",342.98046875,342.98046875
"('series-sum-agg-e529a72f565feca0307b3d1f24eae2f3', 0)",0,0
"('series-count-agg-d935f49f70d353fc596d92193cf7358b', 0)",0,0
"('series-mean-2bb94bd2e10bffdeb18cb8a385d81d50-10a011eb639cf6fd9172f9edc706b5cb', 0)",0,0
"('gt-6f385e3d928a7ccab7b433ff99468ac7', 0)",432.48046875,432.48046875
"('split-17797be3f95b79a52f70e0be035df86f', 0)",0,0
"('split-1-17797be3f95b79a52f70e0be035df86f', 0)",0,0
"('series-sum-chunk-e529a72f565feca0307b3d1f24eae2f3-5036eb7df3ab419238e55910b488f3f1', 0)",342.98046875,342.98046875
"('series-sum-agg-e529a72f565feca0307b3d1f24eae2f3', 0)",0,0
"('series-count-chunk-d935f49f70d353fc596d92193cf7358b-37df57cce84b71d90d8d109d50c32e89', 0)",432.48046875,432.48046875
"('series-count-agg-d935f49f70d353fc596d92193cf7358b', 0)",0,0
"('series-mean-2bb94bd2e10bffdeb18cb8a385d81d50-10a011eb639cf6fd9172f9edc706b5cb', 0)",432.48046875,432.48046875
"('gt-6f385e3d928a7ccab7b433ff99468ac7', 0)",0,0
"('split-17797be3f95b79a52f70e0be035df86f', 0)",0,0
"('split-1-17797be3f95b79a52f70e0be035df86f', 0)",0,0
"('series-count-chunk-d935f49f70d353fc596d92193cf7358b-37df57cce84b71d90d8d109d50c32e89', 0)",432.48046875,432.48046875
"('series-sum-chunk-e529a72f565feca0307b3d1f24eae2f3-5036eb7df3ab419238e55910b488f3f1', 0)",342.98046875,342.98046875
"('series-count-agg-d935f49f70d353fc596d92193cf7358b', 0)",0,0
"('series-sum-agg-e529a72f565feca0307b3d1f24eae2f3', 0)",0,0
"('series-mean-2bb94bd2e10bffdeb18cb8a385d81d50-10a011eb639cf6fd9172f9edc706b5cb', 0)",0,0
"('gt-6f385e3d928a7ccab7b433ff99468ac7', 0)",0,0
"('split-17797be3f95b79a52f70e0be035df86f', 0)",432.48046875,432.48046875
"('split-1-17797be3f95b79a52f70e0be035df86f', 0)",0,0
"('len-chunk-8fe343de241f7449bb00cfb30fc1393f-fdc6761e0c815aee3b34719d5a65e111', 0)",0,0
"('len-agg-8fe343de241f7449bb00cfb30fc1393f', 0)",0,0
"('series-sum-chunk-e529a72f565feca0307b3d1f24eae2f3-5036eb7df3ab419238e55910b488f3f1', 0)",342.98046875,342.98046875
"('series-sum-agg-e529a72f565feca0307b3d1f24eae2f3', 0)",0,0
"('series-count-chunk-d935f49f70d353fc596d92193cf7358b-37df57cce84b71d90d8d109d50c32e89', 0)",432.48046875,432.48046875
"('series-count-agg-d935f49f70d353fc596d92193cf7358b', 0)",0,0
"('series-mean-2bb94bd2e10bffdeb18cb8a385d81d50-10a011eb639cf6fd9172f9edc706b5cb', 0)",432.73828125,432.73828125
"('gt-6f385e3d928a7ccab7b433ff99468ac7', 0)",0,0
"('split-17797be3f95b79a52f70e0be035df86f', 0)",0,0
"('split-1-17797be3f95b79a52f70e0be035df86f', 0)",0,0
"('series-sum-chunk-e529a72f565feca0307b3d1f24eae2f3-5036eb7df3ab419238e55910b488f3f1', 0)",342.98046875,342.98046875
"('series-count-chunk-d935f49f70d353fc596d92193cf7358b-37df57cce84b71d90d8d109d50c32e89', 0)",432.73828125,432.73828125
"('series-sum-agg-e529a72f565feca0307b3d1f24eae2f3', 0)",342.98046875,342.98046875
"('series-count-agg-d935f49f70d353fc596d92193cf7358b', 0)",0,0
"('series-mean-2bb94bd2e10bffdeb18cb8a385d81d50-10a011eb639cf6fd9172f9edc706b5cb', 0)",0,0
"('gt-6f385e3d928a7ccab7b433ff99468ac7', 0)",0,0
"('split-17797be3f95b79a52f70e0be035df86f', 0)",0,0
"('split-1-17797be3f95b79a52f70e0be035df86f', 0)",432.73828125,432.73828125
